Code,Description,Type,Package/Line_Level,Gross charge,Discounted cash price,De-identified min contracted rate,De-identified max contracted rate,Derived contracted rate,1199-Commercial other,Aetna-Medicare Advantage HMO,Aetna-Commercial HMO/POS,Aetna-Commercial PPO/Open Access,Aetna-Commercial other,Empire Health-Commercial other,Empire Health-Commercial PPO/Open Access,BlueCross BlueShield-Commercial other,Beacon Health-Commercial other,Carelon Health-Commercial other,Cigna-Commercial PPO/Open Access,Cigna-Commercial other,Cigna-Commercial HMO/POS,EH Facet-Commercial other,EmblemHealth-Commercial PPO/Open Access,EmblemHealth-Commercial other,EmblemHealth-Commercial HMO/POS,EmblemHealth-Medicaid HMO,EmblemHealth-Medicare Advantage HMO,Empire Health-Commercial HMO/POS,Empire Health-Medicare Advantage HMO,Empire Health-Medicaid HMO,Evernorth-Commercial other,Fidelis-Commercial other,Fidelis-Medicare Advantage HMO,Fidelis-Medicaid HMO,GHI-Commercial other,HealthFirst-Commercial other,HealthFirst-Medicare Advantage HMO,HealthFirst-Medicaid HMO,HealthPlus HP-Medicaid HMO,HealthPlus HP-Commercial other,HealthPlus HP-Medicare Advantage HMO,Humana-Commercial other,Humana-Commercial HMO/POS,Humana-Commercial PPO/Open Access,Meritain Health-Commercial other,Molina-Commercial other,Optum-Commercial other,Oxford-Commercial other,Oxford-Commercial HMO/POS,Tricare-Commercial other,United Healthcare-Commercial other,United Healthcare-Medicare Advantage HMO,United Healthcare-Commercial HMO/POS,United Healthcare-Medicaid HMO,United Healthcare-Commercial PPO/Open Access,Veteran Family-Commercial other
69660,INCISION OR REMOVAL OF MIDDLE EAR BONE,Outpatient,Line,9234.4,9234.4,4782,8774,6778,N/A,N/A,N/A,N/A,N/A,8774,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,4782,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
69660,INCISION OR REMOVAL OF MIDDLE EAR BONE,Outpatient,Package,9234.4,9234.4,4782,8774,6778,N/A,N/A,N/A,N/A,N/A,8774,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,4782,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
69661,INCISION OR REMOVAL OF EAR BONE WITH DRILLING,Outpatient,Line,9246.29,9246.29,1279.96,8774,6295.9,N/A,N/A,4733.56,N/A,N/A,8774,8346,8346,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1279.96,N/A,N/A
69661,INCISION OR REMOVAL OF EAR BONE WITH DRILLING,Outpatient,Package,9738.29,9738.29,1279.96,8774,6295.9,N/A,N/A,4733.56,N/A,N/A,8774,8346,8346,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1279.96,N/A,N/A
69706,"DILATION OF CANAL BETWEEN MIDDLE EAR AND THROAT (EUSTACHIAN TUBE) ON BOTH SIDES OF BODY, USING ENDOSCOPE INSERTED THROUGH NOSE",Outpatient,Line,3831.16,3831.16,908.44,908.44,908.44,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,908.44,N/A,N/A
69719,REVISION OR REPLACEMENT OF COCHLEAR STIMULATING SYSTEM INTO SKULL WITH MAGNETIC ATTACHMENT TO EXTERNAL SPEECH PROCESSOR,Outpatient,Line,13158,13158,10072,10072,10072,N/A,N/A,N/A,N/A,N/A,10072,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
69806,OPERATION OF INNER EAR WITH INSERTION OF SHUNT,Outpatient,Line,10506,10506,8346,8346,8346,N/A,N/A,N/A,N/A,N/A,8346,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
69806,OPERATION OF INNER EAR WITH INSERTION OF SHUNT,Outpatient,Package,10509.84,10509.84,8346,8346,8346,N/A,N/A,N/A,N/A,N/A,8346,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
69910,REMOVAL OF INNER EAR CANAL AND MASTOID BONE,Outpatient,Line,17113,17113,8774,8774,8774,N/A,N/A,N/A,N/A,N/A,8774,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
69910,REMOVAL OF INNER EAR CANAL AND MASTOID BONE,Outpatient,Package,17180.14,17180.14,8774,8774,8774,N/A,N/A,N/A,N/A,N/A,8774,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
69930,INSERTION OF COCHLEAR DEVICE,Outpatient,Line,15931.29,15931.29,5241.41,27065.52,13327.73,N/A,N/A,N/A,N/A,N/A,10416,N/A,10588,N/A,N/A,5241.41,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,27065.52,N/A,N/A
69930,INSERTION OF COCHLEAR DEVICE,Outpatient,Package,50570.29,50570.29,5241.41,27065.52,13327.73,N/A,N/A,N/A,N/A,N/A,10416,N/A,10588,N/A,N/A,5241.41,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,27065.52,N/A,N/A
69990,USE OF OPERATING MICROSCOPE,Outpatient,Line,3021.34,3021.34,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
70110,"X-RAY OF LOWER JAW, MINIMUM OF 4 VIEWS",Outpatient,Line,440.7,440.7,125.07,125.07,125.07,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,125.07,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
70110,"X-RAY OF LOWER JAW, MINIMUM OF 4 VIEWS",Outpatient,Package,440.7,440.7,125.07,125.07,125.07,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,125.07,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
70140,"X-RAY OF FACE BONES, 1-2 VIEWS",Outpatient,Line,508,508,537,537,537,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,537,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
70140,"X-RAY OF FACE BONES, 1-2 VIEWS",Outpatient,Package,1074,1074,537,537,537,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,537,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
70150,"X-RAY OF FACE BONES, MINIMUM OF 3 VIEWS",Outpatient,Line,637,637,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
70150,"X-RAY OF FACE BONES, MINIMUM OF 3 VIEWS",Outpatient,Package,1133.22,1133.22,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
70160,"X-RAY OF NOSE BONES, MINIMUM OF 3 VIEWS",Outpatient,Line,498.69,498.69,264.5,442.05,342.32,N/A,N/A,N/A,N/A,N/A,264.5,N/A,N/A,N/A,N/A,442.05,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,359.72,N/A,N/A,303,N/A,N/A,N/A,N/A,N/A
70160,"X-RAY OF NOSE BONES, MINIMUM OF 3 VIEWS",Outpatient,Package,498.69,498.69,264.5,442.05,342.32,N/A,N/A,N/A,N/A,N/A,264.5,N/A,N/A,N/A,N/A,442.05,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,359.72,N/A,N/A,303,N/A,N/A,N/A,N/A,N/A
70200,"X-RAY OF EYE SOCKET, MINIMUM OF 4 VIEWS",Outpatient,Line,651.46,651.46,346.5,346.5,346.5,N/A,N/A,N/A,N/A,N/A,346.5,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
70200,"X-RAY OF EYE SOCKET, MINIMUM OF 4 VIEWS",Outpatient,Package,651.46,651.46,346.5,346.5,346.5,N/A,N/A,N/A,N/A,N/A,346.5,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
70220,"X-RAY OF PARANASAL SINUS, MINIMUM OF 3 VIEWS",Outpatient,Line,551.91,551.91,30.64,3017.5,611.66,N/A,N/A,327,N/A,N/A,N/A,3017.5,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,92.92,N/A,39.33,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,30.64,N/A,370.6,N/A,N/A,403.63,N/A,N/A,N/A,N/A,N/A
70220,"X-RAY OF PARANASAL SINUS, MINIMUM OF 3 VIEWS",Outpatient,Package,1168.55,1168.55,30.64,3017.5,611.66,N/A,N/A,327,N/A,N/A,N/A,3017.5,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,92.92,N/A,39.33,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,30.64,N/A,370.6,N/A,N/A,403.63,N/A,N/A,N/A,N/A,N/A
70240,X-RAY OF BONE AT BASE OF SKULL,Outpatient,Line,305,305,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
70240,X-RAY OF BONE AT BASE OF SKULL,Outpatient,Package,6661,6661,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
70250,"X-RAY OF SKULL, 1-3 VIEWS",Outpatient,Line,661.68,661.68,261.13,651.37,422.68,N/A,N/A,N/A,N/A,N/A,334.17,N/A,N/A,N/A,N/A,261.13,N/A,N/A,N/A,N/A,N/A,651.37,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,444.04,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
70250,"X-RAY OF SKULL, 1-3 VIEWS",Outpatient,Package,1897.53,1897.53,261.13,651.37,422.68,N/A,N/A,N/A,N/A,N/A,334.17,N/A,N/A,N/A,N/A,261.13,N/A,N/A,N/A,N/A,N/A,651.37,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,444.04,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
70260,"X-RAY OF SKULL, MINIMUM OF 4 VIEWS",Outpatient,Line,937.33,937.33,46.43,46.43,46.43,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,46.43,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
70260,"X-RAY OF SKULL, MINIMUM OF 4 VIEWS",Outpatient,Package,937.33,937.33,46.43,46.43,46.43,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,46.43,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
70336,MRI SCAN OF JAW JOINT,Outpatient,Line,2521.33,2521.33,1232,1232,1232,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1232,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
70336,MRI SCAN OF JAW JOINT,Outpatient,Package,2521.33,2521.33,1232,1232,1232,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1232,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
70360,X-RAY OF SOFT TISSUE OF NECK,Outpatient,Line,454.25,454.25,10,244,125.75,N/A,N/A,N/A,N/A,N/A,244,N/A,N/A,N/A,N/A,123.25,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,10,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
70360,X-RAY OF SOFT TISSUE OF NECK,Outpatient,Package,454.25,454.25,10,244,125.75,N/A,N/A,N/A,N/A,N/A,244,N/A,N/A,N/A,N/A,123.25,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,10,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
70450,CT SCAN HEAD OR BRAIN WITHOUT CONTRAST,Outpatient,Line,2269.64,2269.64,218.3,2503.48,957.85,N/A,307.94,2446,2446,N/A,1237.25,1308.5,1223,N/A,N/A,1820.01,1346,N/A,N/A,2145.24,398.38,2336.16,N/A,N/A,1713.95,310.73,N/A,N/A,323.03,218.3,311.96,N/A,329.45,304.71,N/A,306.06,549.04,240.01,312.56,1041.12,284.1,1513.74,339.76,248.62,1701.94,N/A,235.69,2503.48,514.89,N/A,333.54,N/A,N/A
70450,CT SCAN HEAD OR BRAIN WITHOUT CONTRAST,Outpatient,Package,2269.64,2269.64,218.3,2503.48,957.85,N/A,307.94,2446,2446,N/A,1237.25,1308.5,1223,N/A,N/A,1820.01,1346,N/A,N/A,2145.24,398.38,2336.16,N/A,N/A,1713.95,310.73,N/A,N/A,323.03,218.3,311.96,N/A,329.45,304.71,N/A,306.06,549.04,240.01,312.56,1041.12,284.1,1513.74,339.76,248.62,1701.94,N/A,235.69,2503.48,514.89,N/A,333.54,N/A,N/A
70460,CT SCAN HEAD OR BRAIN WITH CONTRAST,Outpatient,Line,3312,3312,157.15,500.04,334.01,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,344.85,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,500.04,N/A,157.15,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
70460,CT SCAN HEAD OR BRAIN WITH CONTRAST,Outpatient,Package,3312,3312,157.15,500.04,334.01,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,344.85,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,500.04,N/A,157.15,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
70470,CT SCAN OF HEAD OR BRAIN BEFORE AND AFTER CONTRAST,Outpatient,Line,3768.54,3768.54,205.2,3383.74,1069.19,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,3383.74,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1846.5,N/A,N/A,N/A,N/A,N/A,344.85,N/A,N/A,N/A,N/A,293.12,N/A,N/A,N/A,205.2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,341.73,N/A,N/A
70470,CT SCAN OF HEAD OR BRAIN BEFORE AND AFTER CONTRAST,Outpatient,Package,3768.54,3768.54,205.2,3383.74,1069.19,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,3383.74,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1846.5,N/A,N/A,N/A,N/A,N/A,344.85,N/A,N/A,N/A,N/A,293.12,N/A,N/A,N/A,205.2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,341.73,N/A,N/A
70480,CT SCAN OF CRANIAL CAVITY WITHOUT CONTRAST,Outpatient,Line,2136.68,2136.68,118.93,2405,881.15,N/A,N/A,N/A,2405,N/A,978.8,N/A,N/A,N/A,N/A,1346,N/A,N/A,N/A,N/A,293.54,2241.11,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,249.21,N/A,118.93,N/A,N/A,302.35,N/A,N/A,N/A,N/A,N/A,N/A,131.49,N/A,1496,N/A,N/A,N/A,N/A,N/A,130.19,N/A,N/A
70480,CT SCAN OF CRANIAL CAVITY WITHOUT CONTRAST,Outpatient,Package,2136.68,2136.68,118.93,2405,881.15,N/A,N/A,N/A,2405,N/A,978.8,N/A,N/A,N/A,N/A,1346,N/A,N/A,N/A,N/A,293.54,2241.11,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,249.21,N/A,118.93,N/A,N/A,302.35,N/A,N/A,N/A,N/A,N/A,N/A,131.49,N/A,1496,N/A,N/A,N/A,N/A,N/A,130.19,N/A,N/A
70481,CT SCAN OF CRANIAL CAVITY WITH CONTRAST,Outpatient,Line,3124.03,3124.03,205.2,3251.24,708.26,N/A,205.2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1346,N/A,N/A,N/A,N/A,525.19,3251.24,N/A,N/A,N/A,352.62,N/A,N/A,410.07,N/A,344.85,N/A,N/A,N/A,N/A,293.12,N/A,N/A,N/A,205.2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,514.89,N/A,N/A,342.51,N/A,N/A
70481,CT SCAN OF CRANIAL CAVITY WITH CONTRAST,Outpatient,Package,3520.35,3520.35,205.2,3251.24,708.26,N/A,205.2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1346,N/A,N/A,N/A,N/A,525.19,3251.24,N/A,N/A,N/A,352.62,N/A,N/A,410.07,N/A,344.85,N/A,N/A,N/A,N/A,293.12,N/A,N/A,N/A,205.2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,514.89,N/A,N/A,342.51,N/A,N/A
70482,CT SCAN OF CRANIAL CAVITY BEFORE AND AFTER CONTRAST,Outpatient,Line,3406,3406,151.4,205.2,178.3,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,151.4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,205.2,N/A,N/A,N/A,N/A
70482,CT SCAN OF CRANIAL CAVITY BEFORE AND AFTER CONTRAST,Outpatient,Package,3406,3406,151.4,205.2,178.3,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,151.4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,205.2,N/A,N/A,N/A,N/A
70486,CT SCAN OF FACE WITHOUT CONTRAST,Outpatient,Line,3039.97,3039.97,125.07,3310,1116.53,N/A,125.07,N/A,3310,N/A,1693.67,N/A,1655,N/A,N/A,2056.15,N/A,N/A,N/A,2903,382.74,3100.58,N/A,N/A,3310,N/A,N/A,N/A,125.07,N/A,273.28,N/A,207.95,167.75,N/A,302.35,N/A,125.91,N/A,N/A,N/A,821.48,N/A,500.04,662,N/A,500.04,914.25,N/A,N/A,310.87,N/A,N/A
70486,CT SCAN OF FACE WITHOUT CONTRAST,Outpatient,Package,5294.04,5294.04,125.07,3310,1116.53,N/A,125.07,N/A,3310,N/A,1693.67,N/A,1655,N/A,N/A,2056.15,N/A,N/A,N/A,2903,382.74,3100.58,N/A,N/A,3310,N/A,N/A,N/A,125.07,N/A,273.28,N/A,207.95,167.75,N/A,302.35,N/A,125.91,N/A,N/A,N/A,821.48,N/A,500.04,662,N/A,500.04,914.25,N/A,N/A,310.87,N/A,N/A
70487,CT SCAN OF FACE WITH CONTRAST,Outpatient,Line,4066.87,4066.87,205.2,3912.86,799.05,N/A,205.2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1346,N/A,N/A,N/A,N/A,3912.86,N/A,N/A,N/A,205.2,N/A,N/A,410.07,N/A,329.21,N/A,N/A,N/A,N/A,N/A,775.91,N/A,N/A,N/A,N/A,N/A,344.85,500.04,N/A,N/A,205.2,1604,205.2,N/A,343.96,N/A,N/A
70487,CT SCAN OF FACE WITH CONTRAST,Outpatient,Package,4458.89,4458.89,205.2,3912.86,799.05,N/A,205.2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1346,N/A,N/A,N/A,N/A,3912.86,N/A,N/A,N/A,205.2,N/A,N/A,410.07,N/A,329.21,N/A,N/A,N/A,N/A,N/A,775.91,N/A,N/A,N/A,N/A,N/A,344.85,500.04,N/A,N/A,205.2,1604,205.2,N/A,343.96,N/A,N/A
70488,CT SCAN OF FACE BEFORE AND AFTER CONTRAST,Outpatient,Line,4590.4,4590.4,205.2,510.04,357.62,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,510.04,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,205.2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
